  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    21600.00        433       -14.42110          -0.1966236E-05       -212.2945    
    21600.00        619       -18.94546          -0.2135142E-05       -212.2982    
    21780.00         38        3.690313          -0.1650000E-09       -214.1004    
    21780.00        105        2.264231          -0.1409948E-09       -214.0965    
    21780.00        281       -8.572676          -0.4507247E-05       -214.0879    
    21780.00        433       -13.42895          -0.1966236E-05       -214.0943    
    21780.00        619       -20.33576          -0.2135142E-05       -214.0982    
    21960.00         38        3.728109          -0.1650000E-09       -215.9004    
    21960.00        105        5.130310          -0.1409948E-09       -215.8964    
    21960.00        281       -10.45365          -0.4507247E-05       -215.8875    
    21960.00        433       -14.66082          -0.1966236E-05       -215.8942    
    21960.00        619       -19.28983          -0.2135142E-05       -215.8981    
    22140.00         38        3.653195          -0.1650000E-09       -217.7004    
    22140.00        105        2.274411          -0.1409948E-09       -217.6963    
    22140.00        281       -8.764033          -0.4507247E-05       -217.6872    
    22140.00        433       -13.77216          -0.1966236E-05       -217.6941    
    22140.00        619       -20.76035          -0.2135142E-05       -217.6980    
    22320.00         38        3.764903          -0.1650000E-09       -219.5004    
    22320.00        105        5.119426          -0.1409948E-09       -219.4963    
    22320.00        281       -10.69369          -0.4507247E-05       -219.4869    
    22320.00        433       -14.89910          -0.1966236E-05       -219.4939    
    22320.00        619       -19.63878          -0.2135142E-05       -219.4980    
    22500.00         38        3.616716          -0.1650000E-09       -221.3004    
    22500.00        105        2.285966          -0.1409948E-09       -221.2962    
    22500.00        281       -8.958404          -0.4507247E-05       -221.2866    
    22500.00        433       -14.11665          -0.1966236E-05       -221.2938    
    22500.00        619       -21.18032          -0.2135142E-05       -221.2979    
    22680.00         38        3.801060          -0.1650000E-09       -223.1004    
    22680.00        105        5.107197          -0.1409948E-09       -223.0961    
    22680.00        281       -10.93073          -0.4507247E-05       -223.0863    
    22680.00        433       -15.13622          -0.1966236E-05       -223.0936    
    22680.00        619       -19.99237          -0.2135142E-05       -223.0979    
    22860.00         38        3.580872          -0.1650000E-09       -224.9004    
    22860.00        105        2.298837          -0.1409948E-09       -224.8960    
    22860.00        281       -9.155752          -0.4507247E-05       -224.8860    
    22860.00        433       -14.46217          -0.1966236E-05       -224.8935    
    22860.00        619       -21.59562          -0.2135142E-05       -224.8978    
    23040.00         38        3.836586          -0.1650000E-09       -226.7004    
    23040.00        105        5.093680          -0.1409948E-09       -226.6959    
    23040.00        281       -11.16481          -0.4507247E-05       -226.6856    
    23040.00        433       -15.37244          -0.1966236E-05       -226.6933    
    23040.00        619       -20.35064          -0.2135142E-05       -226.6978    
    23220.00         38        3.545656          -0.1650000E-09       -228.5004    
    23220.00        105        2.312969          -0.1409948E-09       -228.4958    
    23220.00        281       -9.356039          -0.4507247E-05       -228.4853    
    23220.00        433       -14.80845          -0.1966236E-05       -228.4932    
    23220.00        619       -22.00623          -0.2135142E-05       -228.4977    
    23400.00         38        3.871487          -0.1650000E-09       -230.3004    
    23400.00        105        5.078929          -0.1409948E-09       -230.2957    
    23400.00        281       -11.39597          -0.4507247E-05       -230.2849    
    23400.00        433       -15.60803          -0.1966236E-05       -230.2930    
    23400.00        619       -20.71359          -0.2135142E-05       -230.2977    
    23580.00         38        3.511061          -0.1650000E-09       -232.1004    
    23580.00        105        2.328307          -0.1409948E-09       -232.0956    
    23580.00        281       -9.559214          -0.4507247E-05       -232.0846    
    23580.00        433       -15.15523          -0.1966236E-05       -232.0929    
    23580.00        619       -22.41215          -0.2135142E-05       -232.0976    
    23760.00         38        3.905770          -0.1650000E-09       -233.9004    
    23760.00        105        5.062997          -0.1409948E-09       -233.8955    
    23760.00        281       -11.62426          -0.4507247E-05       -233.8842    
    23760.00        433       -15.84322          -0.1966236E-05       -233.8927    
    23760.00        619       -21.08122          -0.2135142E-05       -233.8975    
    23940.00         38        3.477082          -0.1650000E-09       -235.7004    
    23940.00        105        2.344800          -0.1409948E-09       -235.6954    
    23940.00        281       -9.765225          -0.4507247E-05       -235.6839    
    23940.00        433       -15.50228          -0.1966236E-05       -235.6926    
    23940.00        619       -22.81340          -0.2135142E-05       -235.6975    
    24120.00         38        3.939440          -0.1650000E-09       -237.5004    
    24120.00        105        5.045938          -0.1409948E-09       -237.4953    
    24120.00        281       -11.84973          -0.4507247E-05       -237.4835    
    24120.00        433       -16.07827          -0.1966236E-05       -237.4924    
    24120.00        619       -21.45348          -0.2135142E-05       -237.4974    
    24300.00         38        3.443712          -0.1650000E-09       -239.3004    
    24300.00        105        2.362394          -0.1409948E-09       -239.2952    
    24300.00        281       -9.974012          -0.4507247E-05       -239.2831    
    24300.00        433       -15.84935          -0.1966236E-05       -239.2923    
    24300.00        619       -23.21006          -0.2135142E-05       -239.2974    
    24480.00         38        3.972504          -0.1650000E-09       -241.1004    
    24480.00        105        5.027803          -0.1409948E-09       -241.0952    
    24480.00        281       -12.07246          -0.4507247E-05       -241.0828    
    24480.00        433       -16.31339          -0.1966236E-05       -241.0921    
    24480.00        619       -21.83029          -0.2135142E-05       -241.0973    
    24660.00         38        3.410946          -0.1650000E-09       -242.9004    
    24660.00        105        2.381040          -0.1409948E-09       -242.8951    
    24660.00        281       -10.18551          -0.4507247E-05       -242.8824    
    24660.00        433       -16.19623          -0.1966236E-05       -242.8920    
    24660.00        619       -23.60219          -0.2135142E-05       -242.8973    
    24840.00         38        4.004968          -0.1650000E-09       -244.7004    
    24840.00        105        5.008642          -0.1409948E-09       -244.6951    
    24840.00        281       -12.29250          -0.4507247E-05       -244.6821    
    24840.00        433       -16.54882          -0.1966236E-05       -244.6918    
    24840.00        619       -22.21158          -0.2135142E-05       -244.6973    
    25020.00         38        3.378776          -0.1650000E-09       -246.5004    
    25020.00        105        2.400687          -0.1409948E-09       -246.4949    
    25020.00        281       -10.39966          -0.4507247E-05       -246.4817    
    25020.00        433       -16.54270          -0.1966236E-05       -246.4917    
    25020.00        619       -23.98990          -0.2135142E-05       -246.4972    
    25200.00         38        4.036837          -0.1650000E-09       -248.3003    
    25200.00        105        4.988503          -0.1409948E-09       -248.2948    
    25200.00        281       -12.50993          -0.4507247E-05       -248.2813    
    25200.00        433       -16.78474          -0.1966236E-05       -248.2915    
    25200.00        619       -22.59723          -0.2135142E-05       -248.2971    
    25380.00         38        3.347198          -0.1650000E-09       -250.1003    
    25380.00        105        2.421288          -0.1409948E-09       -250.0947    
    25380.00        281       -10.61638          -0.4507247E-05       -250.0809    
    25380.00        433       -16.88857          -0.1966236E-05       -250.0913    
    25380.00        619       -24.37330          -0.2135142E-05       -250.0971    
    25560.00         38        4.068118          -0.1650000E-09       -251.9003    
    25560.00        105        4.967434          -0.1409948E-09       -251.8947    
    25560.00        281       -12.72481          -0.4507247E-05       -251.8805    
    25560.00        433       -17.02137          -0.1966236E-05       -251.8912    
    25560.00        619       -22.98711          -0.2135142E-05       -251.8970    
    25740.00         38        3.316206          -0.1650000E-09       -253.7003    
    25740.00        105        2.442795          -0.1409948E-09       -253.6946    
    25740.00        281       -10.83560          -0.4507247E-05       -253.6801    
    25740.00        433       -17.23363          -0.1966236E-05       -253.6910    
    25740.00        619       -24.75253          -0.2135142E-05       -253.6970    
    25920.00         38        4.098816          -0.1650000E-09       -255.5003    
    25920.00        105        4.945482          -0.1409948E-09       -255.4945    
    25920.00        281       -12.93722          -0.4507247E-05       -255.4797    
    25920.00        433       -17.25888          -0.1966236E-05       -255.4908    
    25920.00        619       -23.38107          -0.2135142E-05       -255.4969    
    26100.00         38        3.285793          -0.1650000E-09       -257.3003    
    26100.00        105        2.465162          -0.1409948E-09       -257.2944    
    26100.00        281       -11.05725          -0.4507247E-05       -257.2792    
    26100.00        433       -17.57771          -0.1966236E-05       -257.2907    
    26100.00        619       -25.12775          -0.2135142E-05       -257.2969    
    26280.00         38        4.128938          -0.1650000E-09       -259.1003    
    26280.00        105        4.922693          -0.1409948E-09       -259.0944    
    26280.00        281       -13.14725          -0.4507247E-05       -259.0788    
    26280.00        433       -17.49745          -0.1966236E-05       -259.0905    
    26280.00        619       -23.77896          -0.2135142E-05       -259.0968    
    26460.00         38        3.255954          -0.1650000E-09       -260.9003    
    26460.00        105        2.488345          -0.1409948E-09       -260.8943    
    26460.00        281       -11.28123          -0.4507247E-05       -260.8784    
    26460.00        433       -17.92064          -0.1966236E-05       -260.8903    
    26460.00        619       -25.49913          -0.2135142E-05       -260.8967    
    26640.00         38        4.158489          -0.1650000E-09       -262.7003    
    26640.00        105        4.899110          -0.1409948E-09       -262.6941    
    26640.00        281       -13.35497          -0.4507247E-05       -262.6779    
    26640.00        433       -17.73724          -0.1966236E-05       -262.6902    
    26640.00        619       -24.18059          -0.2135142E-05       -262.6967    
    26820.00         38        3.226682          -0.1650000E-09       -264.5002    
    26820.00        105        2.512299          -0.1409948E-09       -264.4940    
    26820.00        281       -11.50747          -0.4507247E-05       -264.4775    
    26820.00        433       -18.26226          -0.1966236E-05       -264.4900    
    26820.00        619       -25.86683          -0.2135142E-05       -264.4966    
    27000.00         38        4.187475          -0.1650000E-09       -266.3003    
    27000.00        105        4.874776          -0.1409948E-09       -266.2939    
    27000.00        281       -13.56046          -0.4507247E-05       -266.2771    
    27000.00        433       -17.97841          -0.1966236E-05       -266.2898    
    27000.00        619       -24.58579          -0.2135142E-05       -266.2966    
    27180.00         38        3.197973          -0.1650000E-09       -268.1003    
    27180.00        105        2.536983          -0.1409948E-09       -268.0937    
    27180.00        281       -11.73589          -0.4507247E-05       -268.0767    
    27180.00        433       -18.60243          -0.1966236E-05       -268.0896    
    27180.00        619       -26.23107          -0.2135142E-05       -268.0965    
    27360.00         38        4.215902          -0.1650000E-09       -269.9002    
    27360.00        105        4.849735          -0.1409948E-09       -269.8936    
    27360.00        281       -13.76382          -0.4507247E-05       -269.8762    
    27360.00        433       -18.22109          -0.1966236E-05       -269.8894    
    27360.00        619       -24.99436          -0.2135142E-05       -269.8965    
    27540.00         38        3.169820          -0.1650000E-09       -271.7003    
    27540.00        105        2.562353          -0.1409948E-09       -271.6935    
    27540.00        281       -11.96639          -0.4507247E-05       -271.6758    
    27540.00        433       -18.94102          -0.1966236E-05       -271.6892    
    27540.00        619       -26.59202          -0.2135142E-05       -271.6964    
    27720.00         38        4.243775          -0.1650000E-09       -273.5002    
    27720.00        105        4.824027          -0.1409948E-09       -273.4934    
    27720.00        281       -13.96513          -0.4507247E-05       -273.4753    
    27720.00        433       -18.46542          -0.1966236E-05       -273.4890    
    27720.00        619       -25.40609          -0.2135142E-05       -273.4963    
    27900.00         38        3.142218          -0.1650000E-09       -275.3002    
    27900.00        105        2.588370          -0.1409948E-09       -275.2934    
    27900.00        281       -12.19889          -0.4507247E-05       -275.2749    
    27900.00        433       -19.27789          -0.1966236E-05       -275.2888    
    27900.00        619       -26.94992          -0.2135142E-05       -275.2963    
    28080.00         38        4.271101          -0.1650000E-09       -277.1002    
    28080.00        105        4.797693          -0.1409948E-09       -277.0933    
    28080.00        281       -14.16448          -0.4507247E-05       -277.0744    
    28080.00        433       -18.71151          -0.1966236E-05       -277.0886    
    28080.00        619       -25.82077          -0.2135142E-05       -277.0962    
    28260.00         38        3.115160          -0.1650000E-09       -278.9002    
    28260.00        105        2.614995          -0.1409948E-09       -278.8932    
    28260.00        281       -12.43330          -0.4507247E-05       -278.8739    
    28260.00        433       -19.61293          -0.1966236E-05       -278.8883    
    28260.00        619       -27.30496          -0.2135142E-05       -278.8961    
    28440.00         38        4.297884          -0.1650000E-09       -280.7002    
    28440.00        105        4.770770          -0.1409948E-09       -280.6931    
    28440.00        281       -14.36196          -0.4507247E-05       -280.6734    
    28440.00        433       -18.95947          -0.1966236E-05       -280.6881    
    28440.00        619       -26.23818          -0.2135142E-05       -280.6960    
    28620.00         38        3.088643          -0.1650000E-09       -282.5002    
    28620.00        105        2.642187          -0.1409948E-09       -282.4929    
    28620.00        281       -12.66952          -0.4507247E-05       -282.4729    
    28620.00        433       -19.94604          -0.1966236E-05       -282.4879    
    28620.00        619       -27.65737          -0.2135142E-05       -282.4959    
    28800.00         38        4.324130          -0.1650000E-09       -284.3002    
    28800.00        105        4.743299          -0.1409948E-09       -284.2928    
    28800.00        281       -14.55766          -0.4507247E-05       -284.2724    
    28800.00        433       -19.20940          -0.1966236E-05       -284.2877    
    28800.00        619       -26.65810          -0.2135142E-05       -284.2959    
    28980.00         38        3.062659          -0.1650000E-09       -286.1002    
    28980.00        105        2.669911          -0.1409948E-09       -286.0927    
    28980.00        281       -12.90748          -0.4507247E-05       -286.0719    
    28980.00        433       -20.27713          -0.1966236E-05       -286.0875    
    28980.00        619       -28.00738          -0.2135142E-05       -286.0958    
    29160.00         38        4.349845          -0.1650000E-09       -287.9001    
    29160.00        105        4.715315          -0.1409948E-09       -287.8925    
    29160.00        281       -14.75167          -0.4507247E-05       -287.8713    
    29160.00        433       -19.46138          -0.1966236E-05       -287.8873    
    29160.00        619       -27.08031          -0.2135142E-05       -287.8958    
    29340.00         38        3.037204          -0.1650000E-09       -289.7001    
    29340.00        105        2.698129          -0.1409948E-09       -289.6925    
    29340.00        281       -13.14707          -0.4507247E-05       -289.6708    
    29340.00        433       -20.60612          -0.1966236E-05       -289.6871    
    29340.00        619       -28.35521          -0.2135142E-05       -289.6956    
    29520.00         38        4.375035          -0.1650000E-09       -291.5001    
    29520.00        105        4.686854          -0.1409948E-09       -291.4924    
    29520.00        281       -14.94408          -0.4507247E-05       -291.4703    
    29520.00        433       -19.71550          -0.1966236E-05       -291.4869    
    29520.00        619       -27.50456          -0.2135142E-05       -291.4955    
    29700.00         38        3.012272          -0.1650000E-09       -293.3001    
    29700.00        105        2.726805          -0.1409948E-09       -293.2922    
    29700.00        281       -13.38821          -0.4507247E-05       -293.2697    
    29700.00        433       -20.93293          -0.1966236E-05       -293.2867    
    29700.00        619       -28.70109          -0.2135142E-05       -293.2955    
    29880.00         38        4.399704          -0.1650000E-09       -295.1001    
    29880.00        105        4.657953          -0.1409948E-09       -295.0921    
    29880.00        281       -15.13498          -0.4507247E-05       -295.0692    
    29880.00        433       -19.97183          -0.1966236E-05       -295.0864    
    29880.00        619       -27.93065          -0.2135142E-05       -295.0954    
    30060.00         38        2.987857          -0.1650000E-09       -296.9001    
    30060.00        105        2.755904          -0.1409948E-09       -296.8920    
    30060.00        281       -13.63080          -0.4507247E-05       -296.8686    
    30060.00        433       -21.25751          -0.1966236E-05       -296.8861    
    30060.00        619       -29.04526          -0.2135142E-05       -296.8954    
    30240.00         38        4.423859          -0.1650000E-09       -298.7001    
    30240.00        105        4.628645          -0.1409948E-09       -298.6919    
    30240.00        281       -15.32447          -0.4507247E-05       -298.6680    
    30240.00        433       -20.23040          -0.1966236E-05       -298.6859    
    30240.00        619       -28.35832          -0.2135142E-05       -298.6953    
    30420.00         38        2.963954          -0.1650000E-09       -300.5001    
    30420.00        105        2.785394          -0.1409948E-09       -300.4918    
    30420.00        281       -13.87475          -0.4507247E-05       -300.4675    
    30420.00        433       -21.57979          -0.1966236E-05       -300.4857    
    30420.00        619       -29.38793          -0.2135142E-05       -300.4952    
    30600.00         38        4.447504          -0.1650000E-09       -302.3001    
    30600.00        105        4.598964          -0.1409948E-09       -302.2916    
    30600.00        281       -15.51263          -0.4507247E-05       -302.2668    
    30600.00        433       -20.49129          -0.1966236E-05       -302.2855    
    30600.00        619       -28.78737          -0.2135142E-05       -302.2951    
    30780.00         38        18.24722          -0.1650000E-09       -304.1001    
    30780.00        105        17.95870          -0.1409948E-09       -304.0915    
    30780.00        281      -0.2705071          -0.4507247E-05       -304.0663    
    30780.00        433       -8.658416          -0.1966236E-05       -304.0852    
    30780.00        619       -17.20845          -0.2135142E-05       -304.0950    
    30960.00         38        4.656744          -0.1650000E-09       -305.9001    
    30960.00        105        5.077681          -0.1409948E-09       -305.8914    
    30960.00        281       -14.47855          -0.4507247E-05       -305.8657    
    30960.00        433       -18.98868          -0.1966236E-05       -305.8850    
    30960.00        619       -26.87288          -0.2135142E-05       -305.8950    
    31140.00         38        18.03938          -0.1650000E-09       -307.7001    
    31140.00        105        17.48876          -0.1409948E-09       -307.6913    
    31140.00        281       -1.683912          -0.4507247E-05       -307.6651    
    31140.00        433       -10.62382          -0.1966236E-05       -307.6847    
    31140.00        619       -19.67361          -0.2135142E-05       -307.6949    
    31320.00         38        4.863168          -0.1650000E-09       -309.5001    
    31320.00        105        5.538934          -0.1409948E-09       -309.4911    
    31320.00        281       -13.54975          -0.4507247E-05       -309.4644    
    31320.00        433       -17.71921          -0.1966236E-05       -309.4845    
    31320.00        619       -25.38532          -0.2135142E-05       -309.4948    
    31500.00         38        17.83436          -0.1650000E-09       -311.3001    
    31500.00        105        17.03607          -0.1409948E-09       -311.2910    
    31500.00        281       -2.995140          -0.4507247E-05       -311.2639    
    31500.00        433       -12.36642          -0.1966236E-05       -311.2842    
    31500.00        619       -21.73883          -0.2135142E-05       -311.2947    
    31680.00         38        5.066801          -0.1650000E-09       -313.1001    
    31680.00        105        5.983143          -0.1409948E-09       -313.0908    
    31680.00        281       -12.72008          -0.4507247E-05       -313.0632    
    31680.00        433       -16.66252          -0.1966236E-05       -313.0840    
    31680.00        619       -24.27196          -0.2135142E-05       -313.0946    
    31860.00         38        17.63210          -0.1650000E-09       -314.9001    
    31860.00        105        16.60022          -0.1409948E-09       -314.8907    
    31860.00        281       -4.210215          -0.4507247E-05       -314.8626    
    31860.00        433       -13.90591          -0.1966236E-05       -314.8837    
    31860.00        619       -23.45436          -0.2135142E-05       -314.8944    
    32040.00         38        5.267668          -0.1650000E-09       -316.7002    
    32040.00        105        6.410723          -0.1409948E-09       -316.6906    
    32040.00        281       -11.98364          -0.4507247E-05       -316.6620    
    32040.00        433       -15.79961          -0.1966236E-05       -316.6835    
    32040.00        619       -23.48496          -0.2135142E-05       -316.6943    
    32220.00         38        17.43261          -0.1650000E-09       -318.5002    
    32220.00        105        16.18079          -0.1409948E-09       -318.4904    
    32220.00        281       -5.334889          -0.4507247E-05       -318.4613    
    32220.00        433       -15.26062          -0.1966236E-05       -318.4832    
    32220.00        619       -24.86571          -0.2135142E-05       -318.4943    
    32400.00         38        5.465793          -0.1650000E-09       -320.3003    
    32400.00        105        6.822079          -0.1409948E-09       -320.2903    
    32400.00        281       -11.33482          -0.4507247E-05       -320.2607    
    32400.00        433       -15.11275          -0.1966236E-05       -320.2829    
    32400.00        619       -22.98101          -0.2135142E-05       -320.2942    
    32580.00         38        17.23584          -0.1650000E-09       -322.1003    
    32580.00        105        15.77739          -0.1409948E-09       -322.0901    
    32580.00        281       -6.374655          -0.4507247E-05       -322.0600    
    32580.00        433       -16.44768          -0.1966236E-05       -322.0826    
    32580.00        619       -26.01404          -0.2135142E-05       -322.0941    
    32760.00         38        5.661202          -0.1650000E-09       -323.9004    
    32760.00        105        7.217611          -0.1409948E-09       -323.8900    
    32760.00        281       -10.76825          -0.4507247E-05       -323.8593    
    32760.00        433       -14.58542          -0.1966236E-05       -323.8824    
    32760.00        619       -22.72102          -0.2135142E-05       -323.8939    
    32940.00         38        17.04178          -0.1650000E-09       -325.7004    
    32940.00        105        15.38961          -0.1409948E-09       -325.6898    
    32940.00        281       -7.334753          -0.4507247E-05       -325.6587    
    32940.00        433       -17.48303          -0.1966236E-05       -325.6820    
    32940.00        619       -26.93650          -0.2135142E-05       -325.6938    
    33120.00         38        5.853917          -0.1650000E-09       -327.5005    
    33120.00        105        7.597709          -0.1409948E-09       -327.4897    
    33120.00        281       -10.27881          -0.4507247E-05       -327.4580    
    33120.00        433       -14.20225          -0.1966236E-05       -327.4818    
    33120.00        619       -22.66973          -0.2135142E-05       -327.4937    
    33300.00         38        16.85040          -0.1650000E-09       -329.3005    
    33300.00        105        15.01708          -0.1409948E-09       -329.2896    
    33300.00        281       -8.220179          -0.4507247E-05       -329.2573    
    33300.00        433       -18.38149          -0.1966236E-05       -329.2815    
    33300.00        619       -27.66652          -0.2135142E-05       -329.2936    
    33480.00         38        6.043965          -0.1650000E-09       -331.1006    
    33480.00        105        7.962758          -0.1409948E-09       -331.0894    
    33480.00        281       -9.861619          -0.4507247E-05       -331.0566    
    33480.00        433       -13.94894          -0.1966236E-05       -331.0812    
    33480.00        619       -22.79548          -0.2135142E-05       -331.0935    
    33660.00         38        16.66167          -0.1650000E-09       -332.9007    
    33660.00        105        14.65940          -0.1409948E-09       -332.8893    
    33660.00        281       -9.035698          -0.4507247E-05       -332.8558    
    33660.00        433       -19.15684          -0.1966236E-05       -332.8809    
    33660.00        619       -28.23408          -0.2135142E-05       -332.8934    
    33840.00         38        6.231367          -0.1650000E-09       -334.7007    
    33840.00        105        8.313136          -0.1409948E-09       -334.6891    
    33840.00        281       -9.512032          -0.4507247E-05       -334.6551    
    33840.00        433       -13.81222          -0.1966236E-05       -334.6806    
    33840.00        619       -23.06986          -0.2135142E-05       -334.6933    
    34020.00         38        16.47558          -0.1650000E-09       -336.5007    
    34020.00        105        14.31621          -0.1409948E-09       -336.4890    
    34020.00        281       -9.785847          -0.4507247E-05       -336.4544    
    34020.00        433       -19.82187          -0.1966236E-05       -336.4803    
    34020.00        619       -28.66604          -0.2135142E-05       -336.4932    
    34200.00         38        6.416149          -0.1650000E-09       -338.3008    
    34200.00        105        8.649212          -0.1409948E-09       -338.2888    
    34200.00        281       -9.225618          -0.4507247E-05       -338.2537    
    34200.00        433       -13.77976          -0.1966236E-05       -338.2801    
    34200.00        619       -23.46751          -0.2135142E-05       -338.2931    
    34380.00         38        16.29209          -0.1650000E-09       -340.1008    
    34380.00        105        13.98714          -0.1409948E-09       -340.0887    
    34380.00        281       -10.47495          -0.4507247E-05       -340.0529    
    34380.00        433       -20.38843          -0.1966236E-05       -340.0798    
    34380.00        619       -28.98634          -0.2135142E-05       -340.0930    
    34560.00         38        6.598335          -0.1650000E-09       -341.9009    
    34560.00        105        8.971350          -0.1409948E-09       -341.8885    
    34560.00        281       -8.998161          -0.4507247E-05       -341.8522    
    34560.00        433       -13.84018          -0.1966236E-05       -341.8795    
    34560.00        619       -23.96584          -0.2135142E-05       -341.8929    
    34740.00         38        16.11119          -0.1650000E-09       -343.7009    
    34740.00        105        13.67183          -0.1409948E-09       -343.6883    
    34740.00        281       -11.10712          -0.4507247E-05       -343.6514    
    34740.00        433       -20.86750          -0.1966236E-05       -343.6792    
    34740.00        619       -29.21628          -0.2135142E-05       -343.6928    
    34920.00         38        6.777946          -0.1650000E-09       -345.5009    
    34920.00        105        9.279907          -0.1409948E-09       -345.4882    
    34920.00        281       -8.825645          -0.4507247E-05       -345.4506    
    34920.00        433       -13.98291          -0.1966236E-05       -345.4789    
    34920.00        619       -24.54481          -0.2135142E-05       -345.4926    
    35100.00         38        15.93286          -0.1650000E-09       -347.3010    
    35100.00        105        13.36992          -0.1409948E-09       -347.2880    
    35100.00        281       -11.68627          -0.4507247E-05       -347.2498    
    35100.00        433       -21.26921          -0.1966236E-05       -347.2786    
    35100.00        619       -29.37471          -0.2135142E-05       -347.2925    
    35280.00         38        6.955008          -0.1650000E-09       -349.1010    
    35280.00        105        9.575233          -0.1409948E-09       -349.0878    
    35280.00        281       -8.704256          -0.4507247E-05       -349.0490    
    35280.00        433       -14.19821          -0.1966236E-05       -349.0782    
    35280.00        619       -25.18670          -0.2135142E-05       -349.0924    
    35460.00         38        15.75706          -0.1650000E-09       -350.9011    
    35460.00        105        13.08107          -0.1409948E-09       -350.8876    
    35460.00        281       -12.21612          -0.4507247E-05       -350.8482    
    35460.00        433       -21.60292          -0.1966236E-05       -350.8779    
    35460.00        619       -29.47824          -0.2135142E-05       -350.8923    
    35640.00         38        7.129543          -0.1650000E-09       -352.7011    
    35640.00        105        9.857672          -0.1409948E-09       -352.6875    
    35640.00        281       -8.630367          -0.4507247E-05       -352.6474    
    35640.00        433       -14.47709          -0.1966236E-05       -352.6776    
    35640.00        619       -25.87595          -0.2135142E-05       -352.6922    
    35820.00         38        15.58377          -0.1650000E-09       -354.5012    
    35820.00        105        12.80494          -0.1409948E-09       -354.4873    
    35820.00        281       -12.70021          -0.4507247E-05       -354.4465    
    35820.00        433       -21.87726          -0.1966236E-05       -354.4773    
    35820.00        619       -29.54147          -0.2135142E-05       -354.4920    
    36000.00         38        7.301574          -0.1650000E-09       -356.3012    
    36000.00        105        10.12756          -0.1409948E-09       -356.2871    
    36000.00        281       -8.600531          -0.4507247E-05       -356.2457    
    36000.00        433       -14.81130          -0.1966236E-05       -356.2769    
    36000.00        619       -26.59891          -0.2135142E-05       -356.2919    
    36180.00         38        15.41298          -0.1650000E-09       -358.1012    
    36180.00        105        12.54120          -0.1409948E-09       -358.0869    
    36180.00        281       -13.14190          -0.4507247E-05       -358.0449    
    36180.00        433       -22.10015          -0.1966236E-05       -358.0766    
    36180.00        619       -29.57710          -0.2135142E-05       -358.0918    
    36360.00         38        7.471124          -0.1650000E-09       -359.9013    
    36360.00        105        10.38523          -0.1409948E-09       -359.8867    
    36360.00        281       -8.611477          -0.4507247E-05       -359.8440    
    36360.00        433       -15.19321          -0.1966236E-05       -359.8763    
    36360.00        619       -27.34374          -0.2135142E-05       -359.8917    
    36540.00         38        15.24466          -0.1650000E-09       -361.7013    
    36540.00        105        12.28951          -0.1409948E-09       -361.6866    
    36540.00        281       -13.54436          -0.4507247E-05       -361.6432    
    36540.00        433       -22.27889          -0.1966236E-05       -361.6759    
    36540.00        619       -29.59616          -0.2135142E-05       -361.6916    
    36720.00         38        7.638216          -0.1650000E-09       -363.5014    
    36720.00        105        10.63100          -0.1409948E-09       -363.4864    
    36720.00        281       -8.660101          -0.4507247E-05       -363.4423    
    36720.00        433       -15.61587          -0.1966236E-05       -363.4756    
    36720.00        619       -28.10019          -0.2135142E-05       -363.4915    
    36900.00         38        15.07879          -0.1650000E-09       -365.3014    
    36900.00        105        12.04955          -0.1409948E-09       -365.2862    
    36900.00        281       -13.91063          -0.4507247E-05       -365.2414    
    36900.00        433       -22.42013          -0.1966236E-05       -365.2753    
    36900.00        619       -29.60816          -0.2135142E-05       -365.2914    
    37080.00         38        7.802872          -0.1650000E-09       -367.1014    
    37080.00        105        10.86520          -0.1409948E-09       -367.0861    
    37080.00        281       -8.743462          -0.4507247E-05       -367.0405    
    37080.00        433       -16.07290          -0.1966236E-05       -367.0749    
    37080.00        619       -28.85949          -0.2135142E-05       -367.0912    
    37260.00         38        14.91534          -0.1650000E-09       -368.9016    
    37260.00        105        11.82102          -0.1409948E-09       -368.8859    
    37260.00        281       -14.24357          -0.4507247E-05       -368.8396    
    37260.00        433       -22.52999          -0.1966236E-05       -368.8746    
    37260.00        619       -29.62118          -0.2135142E-05       -368.8911    
    37440.00         38        7.965115          -0.1650000E-09       -370.7016    
    37440.00        105        11.08813          -0.1409948E-09       -370.6857    
    37440.00        281       -8.858771          -0.4507247E-05       -370.6387    
    37440.00        433       -16.55845          -0.1966236E-05       -370.6743    
    37440.00        619       -29.61419          -0.2135142E-05       -370.6909    
    37620.00         38        14.75429          -0.1650000E-09       -372.5016    
    37620.00        105        11.60359          -0.1409948E-09       -372.4855    
    37620.00        281       -14.54589          -0.4507247E-05       -372.4378    
    37620.00        433       -22.61401          -0.1966236E-05       -372.4739    
    37620.00        619       -29.64207          -0.2135142E-05       -372.4908    
    37800.00         38        8.124967          -0.1650000E-09       -374.3016    
    37800.00        105        11.30011          -0.1409948E-09       -374.2853    
    37800.00        281       -9.003389          -0.4507247E-05       -374.2368    
    37800.00        433       -17.06724          -0.1966236E-05       -374.2735    
    37800.00        619       -30.35802          -0.2135142E-05       -374.2907    
    37980.00         38        14.59562          -0.1650000E-09       -376.1017    
    37980.00        105        11.39697          -0.1409948E-09       -376.0851    
    37980.00        281       -14.82015          -0.4507247E-05       -376.0359    
