  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    180.0000         38        7.355150          -0.1650000E-09        1.899999    
    180.0000        105        7.276733          -0.1409948E-09        1.900000    
    180.0000        281        6.880434          -0.4507247E-05        1.900000    
    180.0000        433        6.661180          -0.1966236E-05        1.900000    
    180.0000        619        6.405887          -0.2135142E-05        1.900000    
    360.0000         38       0.8942250E-01      -0.1650000E-09       0.9999947E-01
    360.0000        105       0.2444546          -0.1409948E-09       0.9999971E-01
    360.0000        281       0.3792097          -0.4507247E-05       0.1000000    
    360.0000        433       0.5832252          -0.1966236E-05       0.9999993E-01
    360.0000        619       0.7924063          -0.2135142E-05       0.9999993E-01
    540.0000         38        7.266282          -0.1650000E-09       -1.700001    
    540.0000        105        7.036415          -0.1409948E-09       -1.700000    
    540.0000        281        6.094255          -0.4507247E-05       -1.700000    
    540.0000        433        5.553225          -0.1966236E-05       -1.700000    
    540.0000        619        4.950567          -0.2135142E-05       -1.700000    
    720.0000         38       0.1777316          -0.1650000E-09       -3.500001    
    720.0000        105       0.4806657          -0.1409948E-09       -3.500000    
    720.0000        281       0.7069488          -0.4507247E-05       -3.500000    
    720.0000        433        1.053749          -0.1966236E-05       -3.499999    
    720.0000        619        1.374464          -0.2135142E-05       -3.500000    
    900.0000         38        7.178522          -0.1650000E-09       -5.300001    
    900.0000        105        6.804246          -0.1409948E-09       -5.300000    
    900.0000        281        5.358023          -0.4507247E-05       -5.299999    
    900.0000        433        4.552944          -0.1966236E-05       -5.299998    
    900.0000        619        3.692443          -0.2135142E-05       -5.300000    
    1080.000         38       0.2649366          -0.1650000E-09       -7.100002    
    1080.000        105       0.7088210          -0.1409948E-09       -7.100000    
    1080.000        281       0.9862310          -0.4507247E-05       -7.099998    
    1080.000        433        1.421457          -0.1966236E-05       -7.099998    
    1080.000        619        1.771859          -0.2135142E-05       -7.100000    
    1260.000         38        7.091862          -0.1650000E-09       -8.900002    
    1260.000        105        6.580040          -0.1409948E-09       -8.900001    
    1260.000        281        4.668791          -0.4507247E-05       -8.899997    
    1260.000        433        3.650785          -0.1966236E-05       -8.899997    
    1260.000        619        2.607041          -0.2135142E-05       -8.900000    
    1440.000         38       0.3510472          -0.1650000E-09       -10.70000    
    1440.000        105       0.9291048          -0.1409948E-09       -10.70000    
    1440.000        281        1.219937          -0.4507247E-05       -10.70000    
    1440.000        433        1.695577          -0.1966236E-05       -10.70000    
    1440.000        619        2.007901          -0.2135142E-05       -10.70000    
    1620.000         38        7.006292          -0.1650000E-09       -12.50000    
    1620.000        105        6.363615          -0.1409948E-09       -12.50000    
    1620.000        281        4.023745          -0.4507247E-05       -12.49999    
    1620.000        433        2.837835          -0.1966236E-05       -12.49999    
    1620.000        619        1.672177          -0.2135142E-05       -12.50000    
    1800.000         38       0.4360725          -0.1650000E-09       -14.30000    
    1800.000        105        1.141698          -0.1409948E-09       -14.30000    
    1800.000        281        1.410817          -0.4507247E-05       -14.29999    
    1800.000        433        1.884716          -0.1966236E-05       -14.29999    
    1800.000        619        2.103693          -0.2135142E-05       -14.30000    
    1980.000         38        6.921802          -0.1650000E-09       -16.10000    
    1980.000        105        6.154790          -0.1409948E-09       -16.10000    
    1980.000        281        3.420195          -0.4507247E-05       -16.09999    
    1980.000        433        2.105786          -0.1966236E-05       -16.09999    
    1980.000        619       0.8677844          -0.2135142E-05       -16.10000    
    2160.000         38       0.5200220          -0.1650000E-09       -17.90000    
    2160.000        105        1.346780          -0.1409948E-09       -17.90000    
    2160.000        281        1.561500          -0.4507247E-05       -17.89998    
    2160.000        433        1.996894          -0.1966236E-05       -17.89998    
    2160.000        619        2.078304          -0.2135142E-05       -17.90000    
    2340.000         38        6.838383          -0.1650000E-09       -19.70000    
    2340.000        105        5.953391          -0.1409948E-09       -19.70000    
    2340.000        281        2.855575          -0.4507247E-05       -19.69998    
    2340.000        433        1.446899          -0.1966236E-05       -19.69998    
    2340.000        619       0.1757536          -0.2135142E-05       -19.70000    
    2520.000         38       0.6029049          -0.1650000E-09       -21.50000    
    2520.000        105        1.544523          -0.1409948E-09       -21.50000    
    2520.000        281        1.674493          -0.4507247E-05       -21.49998    
    2520.000        433        2.039573          -0.1966236E-05       -21.49998    
    2520.000        619        1.948923          -0.2135142E-05       -21.50000    
    2700.000         38        6.756027          -0.1650000E-09       -23.30000    
    2700.000        105        5.759242          -0.1409948E-09       -23.30000    
    2700.000        281        2.327435          -0.4507247E-05       -23.29997    
    2700.000        433       0.8539806          -0.1966236E-05       -23.29997    
    2700.000        619      -0.4202189          -0.2135142E-05       -23.30000    
    2880.000         38       0.6847303          -0.1650000E-09       -25.10000    
    2880.000        105        1.735102          -0.1409948E-09       -25.09999    
    2880.000        281        1.752190          -0.4507247E-05       -25.09997    
    2880.000        433        2.019691          -0.1966236E-05       -25.09997    
    2880.000        619        1.731003          -0.2135142E-05       -25.10000    
    3060.000         38        6.674723          -0.1650000E-09       -26.90000    
    3060.000        105        5.572174          -0.1409948E-09       -26.89999    
    3060.000        281        1.833439          -0.4507247E-05       -26.89996    
    3060.000        433       0.3203435          -0.1966236E-05       -26.89996    
    3060.000        619      -0.9347725          -0.2135142E-05       -26.90000    
    3240.000         38       0.7655074          -0.1650000E-09       -28.70000    
    3240.000        105        1.918683          -0.1409948E-09       -28.69999    
    3240.000        281        1.796870          -0.4507247E-05       -28.69995    
    3240.000        433        1.943688          -0.1966236E-05       -28.69996    
    3240.000        619        1.438403          -0.2135142E-05       -28.70000    
    3420.000         38        6.594463          -0.1650000E-09       -30.50000    
    3420.000        105        5.392019          -0.1409948E-09       -30.49998    
    3420.000        281        1.371358          -0.4507247E-05       -30.49995    
    3420.000        433      -0.1602153          -0.1966236E-05       -30.49995    
    3420.000        619       -1.381014          -0.2135142E-05       -30.50000    
    3600.000         38       0.8452452          -0.1650000E-09       -32.29999    
    3600.000        105        2.095434          -0.1409948E-09       -32.29998    
    3600.000        281        1.810710          -0.4507247E-05       -32.29994    
    3600.000        433        1.817537          -0.1966236E-05       -32.29995    
    3600.000        619        1.083510          -0.2135142E-05       -32.30000    
    3780.000         38        6.515238          -0.1650000E-09       -34.09999    
    3780.000        105        5.218613          -0.1409948E-09       -34.09999    
    3780.000        281       0.9390711          -0.4507247E-05       -34.09993    
    3780.000        433      -0.5934441          -0.1966236E-05       -34.09994    
    3780.000        619       -1.770643          -0.2135142E-05       -34.09999    
    3960.000         38       0.9239528          -0.1650000E-09       -35.89998    
    3960.000        105        2.265517          -0.1409948E-09       -35.89998    
    3960.000        281        1.795780          -0.4507247E-05       -35.89993    
    3960.000        433        1.646768          -0.1966236E-05       -35.89993    
    3960.000        619       0.6773618          -0.2135142E-05       -35.89999    
    4140.000         38        6.437038          -0.1650000E-09       -37.69998    
    4140.000        105        5.051795          -0.1409948E-09       -37.69999    
    4140.000        281       0.5345561          -0.4507247E-05       -37.69992    
    4140.000        433      -0.9846619          -0.1966236E-05       -37.69993    
    4140.000        619       -2.114062          -0.2135142E-05       -37.70000    
    4320.000         38        1.001639          -0.1650000E-09       -39.49998    
    4320.000        105        2.429092          -0.1409948E-09       -39.49998    
    4320.000        281        1.754054          -0.4507247E-05       -39.49990    
    4320.000        433        1.436496          -0.1966236E-05       -39.49993    
    4320.000        619       0.2297580          -0.2135142E-05       -39.49999    
    4500.000         38        6.359856          -0.1650000E-09       -41.29999    
    4500.000        105        4.891406          -0.1409948E-09       -41.29999    
    4500.000        281       0.1558893          -0.4507247E-05       -41.29989    
    4500.000        433       -1.338784          -0.1966236E-05       -41.29992    
    4500.000        619       -2.420494          -0.2135142E-05       -41.29999    
    4680.000         38        1.078313          -0.1650000E-09       -43.09999    
    4680.000        105        2.586317          -0.1409948E-09       -43.09998    
    4680.000        281        1.687407          -0.4507247E-05       -43.09988    
    4680.000        433        1.191443          -0.1966236E-05       -43.09991    
    4680.000        619      -0.2506357          -0.2135142E-05       -43.09999    
    4860.000         38        6.283681          -0.1650000E-09       -44.90000    
    4860.000        105        4.737289          -0.1409948E-09       -44.89997    
    4860.000        281      -0.1987599          -0.4507247E-05       -44.89986    
    4860.000        433       -1.660343          -0.1966236E-05       -44.89990    
    4860.000        619       -2.698071          -0.2135142E-05       -44.89999    
    5040.000         38        1.153983          -0.1650000E-09       -46.70000    
    5040.000        105        2.737345          -0.1409948E-09       -46.69997    
    5040.000        281        1.597625          -0.4507247E-05       -46.69985    
    5040.000        433       0.9159598          -0.1966236E-05       -46.69989    
    5040.000        619      -0.7561916          -0.2135142E-05       -46.69999    
    5220.000         38        6.208506          -0.1650000E-09       -48.50000    
    5220.000        105        4.589293          -0.1409948E-09       -48.49996    
    5220.000        281      -0.5311318          -0.4507247E-05       -48.49984    
    5220.000        433       -1.953517          -0.1966236E-05       -48.49988    
    5220.000        619       -2.953938          -0.2135142E-05       -48.49998    
    5400.000         38        1.228658          -0.1650000E-09       -50.30000    
    5400.000        105        2.882328          -0.1409948E-09       -50.29996    
    5400.000        281        1.486404          -0.4507247E-05       -50.29982    
    5400.000        433       0.6140525          -0.1966236E-05       -50.29987    
    5400.000        619       -1.280229          -0.2135142E-05       -50.29998    
    5580.000         38        6.134321          -0.1650000E-09       -52.10000    
    5580.000        105        4.447267          -0.1409948E-09       -52.09995    
    5580.000        281      -0.8428798          -0.4507247E-05       -52.09980    
    5580.000        433       -2.222142          -0.1966236E-05       -52.09985    
    5580.000        619       -3.194334          -0.2135142E-05       -52.09998    
    5760.000         38        1.302347          -0.1650000E-09       -53.90001    
    5760.000        105        3.021416          -0.1409948E-09       -53.89994    
    5760.000        281        1.355356          -0.4507247E-05       -53.89978    
    5760.000        433       0.2893985          -0.1966236E-05       -53.89985    
    5760.000        619       -1.816928          -0.2135142E-05       -53.89998    
    5940.000         38        6.061118          -0.1650000E-09       -55.70001    
    5940.000        105        4.311062          -0.1409948E-09       -55.69993    
    5940.000        281       -1.135574          -0.4507247E-05       -55.69975    
    5940.000        433       -2.469742          -0.1966236E-05       -55.69983    
    5940.000        619       -3.424676          -0.2135142E-05       -55.69998    
    6120.000         38        1.375059          -0.1650000E-09       -57.50001    
    6120.000        105        3.154755          -0.1409948E-09       -57.49993    
    6120.000        281        1.206012          -0.4507247E-05       -57.49973    
    6120.000        433      -0.5463112E-01      -0.1966236E-05       -57.49982    
    6120.000        619       -2.361257          -0.2135142E-05       -57.49997    
    6300.000         38        5.988889          -0.1650000E-09       -59.30001    
    6300.000        105        4.180536          -0.1409948E-09       -59.29992    
    6300.000        281       -1.410706          -0.4507247E-05       -59.29970    
    6300.000        433       -2.699541          -0.1966236E-05       -59.29980    
    6300.000        619       -3.649631          -0.2135142E-05       -59.29997    
    6480.000         38        1.446802          -0.1650000E-09       -61.10002    
    6480.000        105        3.282487          -0.1409948E-09       -61.09992    
    6480.000        281        1.039822          -0.4507247E-05       -61.09968    
    6480.000        433      -0.4149533          -0.1966236E-05       -61.09979    
    6480.000        619       -2.908894          -0.2135142E-05       -61.09997    
    6660.000         38        5.917624          -0.1650000E-09       -62.90002    
    6660.000        105        4.055544          -0.1409948E-09       -62.89990    
    6660.000        281       -1.669687          -0.4507247E-05       -62.89966    
    6660.000        433       -2.914485          -0.1966236E-05       -62.89977    
    6660.000        619       -3.873192          -0.2135142E-05       -62.89997    
    6840.000         38        1.517584          -0.1650000E-09       -64.70000    
    6840.000        105        3.404755          -0.1409948E-09       -64.69989    
    6840.000        281       0.8581624          -0.4507247E-05       -64.69962    
    6840.000        433      -0.7887546          -0.1966236E-05       -64.69975    
    6840.000        619       -3.456162          -0.2135142E-05       -64.69996    
    7020.000         38        5.847315          -0.1650000E-09       -66.49999    
    7020.000        105        3.935948          -0.1409948E-09       -66.49988    
    7020.000        281       -1.913857          -0.4507247E-05       -66.49958    
    7020.000        433       -3.117257          -0.1966236E-05       -66.49974    
    7020.000        619       -4.098735          -0.2135142E-05       -66.49994    
    7200.000         38        1.587415          -0.1650000E-09       -68.29998    
    7200.000        105        3.521696          -0.1409948E-09       -68.29986    
    7200.000        281       0.6623369          -0.4507247E-05       -68.29955    
    7200.000        433       -1.173475          -0.1966236E-05       -68.29972    
    7200.000        619       -3.999965          -0.2135142E-05       -68.29994    
    7380.000         38        5.777953          -0.1650000E-09       -70.09997    
    7380.000        105        3.821610          -0.1409948E-09       -70.09985    
    7380.000        281       -2.144484          -0.4507247E-05       -70.09951    
    7380.000        433       -3.310297          -0.1966236E-05       -70.09971    
    7380.000        619       -4.329087          -0.2135142E-05       -70.09993    
    7560.000         38        1.656302          -0.1650000E-09       -71.89996    
    7560.000        105        3.633446          -0.1409948E-09       -71.89983    
    7560.000        281       0.4535789          -0.4507247E-05       -71.89947    
    7560.000        433       -1.566793          -0.1966236E-05       -71.89969    
    7560.000        619       -4.537735          -0.2135142E-05       -71.89993    
    7740.000         38        5.709531          -0.1650000E-09       -73.69995    
    7740.000        105        3.712396          -0.1409948E-09       -73.69981    
    7740.000        281       -2.362769          -0.4507247E-05       -73.69942    
    7740.000        433       -3.495817          -0.1966236E-05       -73.69966    
    7740.000        619       -4.566576          -0.2135142E-05       -73.69992    
    7920.000         38        1.724254          -0.1650000E-09       -75.49994    
    7920.000        105        3.740139          -0.1409948E-09       -75.49979    
    7920.000        281       0.2330552          -0.4507247E-05       -75.49939    
    7920.000        433       -1.966605          -0.1966236E-05       -75.49964    
    7920.000        619       -5.067370          -0.2135142E-05       -75.49991    
    8100.000         38        5.642040          -0.1650000E-09       -77.29993    
    8100.000        105        3.608174          -0.1409948E-09       -77.29977    
    8100.000        281       -2.569845          -0.4507247E-05       -77.29935    
    8100.000        433       -3.675812          -0.1966236E-05       -77.29961    
    8100.000        619       -4.813085          -0.2135142E-05       -77.29990    
    8280.000         38        1.791279          -0.1650000E-09       -79.09991    
    8280.000        105        3.841905          -0.1409948E-09       -79.09975    
    8280.000        281       0.1868760E-02      -0.4507247E-05       -79.09930    
    8280.000        433       -2.371018          -0.1966236E-05       -79.09958    
    8280.000        619       -5.587194          -0.2135142E-05       -79.09989    
    8460.000         38        5.575472          -0.1650000E-09       -80.89992    
    8460.000        105        3.508813          -0.1409948E-09       -80.89975    
    8460.000        281       -2.766785          -0.4507247E-05       -80.89925    
    8460.000        433       -3.852078          -0.1966236E-05       -80.89955    
    8460.000        619       -5.070098          -0.2135142E-05       -80.89989    
    8640.000         38        1.857385          -0.1650000E-09       -82.69992    
    8640.000        105        3.938873          -0.1409948E-09       -82.69972    
    8640.000        281      -0.2389391          -0.4507247E-05       -82.69920    
    8640.000        433       -2.778329          -0.1966236E-05       -82.69952    
    8640.000        619       -6.095904          -0.2135142E-05       -82.69987    
    8820.000         38        5.509818          -0.1650000E-09       -84.49993    
    8820.000        105        3.414188          -0.1409948E-09       -84.49971    
    8820.000        281       -2.954600          -0.4507247E-05       -84.49916    
    8820.000        433       -4.026226          -0.1966236E-05       -84.49950    
    8820.000        619       -5.338747          -0.2135142E-05       -84.49986    
    9000.000         38        1.922581          -0.1650000E-09       -86.29993    
    9000.000        105        4.031169          -0.1409948E-09       -86.29969    
    9000.000        281      -0.4883859          -0.4507247E-05       -86.29911    
    9000.000        433       -3.187018          -0.1966236E-05       -86.29947    
    9000.000        619       -6.592531          -0.2135142E-05       -86.29984    
    9180.000         38        5.445070          -0.1650000E-09       -88.09993    
    9180.000        105        3.324172          -0.1409948E-09       -88.09968    
    9180.000        281       -3.134243          -0.4507247E-05       -88.09905    
    9180.000        433       -4.199691          -0.1966236E-05       -88.09944    
    9180.000        619       -5.619848          -0.2135142E-05       -88.09984    
    9360.000         38        1.986875          -0.1650000E-09       -89.89993    
    9360.000        105        4.118917          -0.1409948E-09       -89.89967    
    9360.000        281      -0.7455460          -0.4507247E-05       -89.89900    
    9360.000        433       -3.595729          -0.1966236E-05       -89.89941    
    9360.000        619       -7.076401          -0.2135142E-05       -89.89982    
    9540.000         38        5.381221          -0.1650000E-09       -91.69994    
    9540.000        105        3.238644          -0.1409948E-09       -91.69965    
    9540.000        281       -3.306612          -0.4507247E-05       -91.69894    
    9540.000        433       -4.373750          -0.1966236E-05       -91.69939    
    9540.000        619       -5.913939          -0.2135142E-05       -91.69981    
    9720.000         38        2.050275          -0.1650000E-09       -93.49995    
    9720.000        105        4.202238          -0.1409948E-09       -93.49962    
    9720.000        281       -1.009548          -0.4507247E-05       -93.49889    
    9720.000        433       -4.003264          -0.1966236E-05       -93.49935    
    9720.000        619       -7.547100          -0.2135142E-05       -93.49979    
    9900.000         38        5.318262          -0.1650000E-09       -95.29995    
    9900.000        105        3.157483          -0.1409948E-09       -95.29960    
    9900.000        281       -3.472554          -0.4507247E-05       -95.29883    
    9900.000        433       -4.549526          -0.1966236E-05       -95.29932    
    9900.000        619       -6.221318          -0.2135142E-05       -95.29978    
    10080.00         38        2.112789          -0.1650000E-09       -97.09995    
    10080.00        105        4.281250          -0.1409948E-09       -97.09957    
    10080.00        281       -1.279572          -0.4507247E-05       -97.09878    
    10080.00        433       -4.408569          -0.1966236E-05       -97.09929    
    10080.00        619       -8.004443          -0.2135142E-05       -97.09976    
    10260.00         38        5.256184          -0.1650000E-09       -98.89996    
    10260.00        105        3.080571          -0.1409948E-09       -98.89954    
    10260.00        281       -3.632861          -0.4507247E-05       -98.89870    
    10260.00        433       -4.728005          -0.1966236E-05       -98.89926    
    10260.00        619       -6.542069          -0.2135142E-05       -98.89975    
    10440.00         38        2.174424          -0.1650000E-09       -100.7000    
    10440.00        105        4.356072          -0.1409948E-09       -100.6995    
    10440.00        281       -1.554848          -0.4507247E-05       -100.6986    
    10440.00        433       -4.810723          -0.1966236E-05       -100.6992    
    10440.00        619       -8.448438          -0.2135142E-05       -100.6997    
    10620.00         38        5.194981          -0.1650000E-09       -102.5000    
    10620.00        105        3.007793          -0.1409948E-09       -102.4995    
    10620.00        281       -3.788281          -0.4507247E-05       -102.4986    
    10620.00        433       -4.910044          -0.1966236E-05       -102.4992    
    10620.00        619       -6.876093          -0.2135142E-05       -102.4997    
    10800.00         38        2.235190          -0.1650000E-09       -104.3000    
    10800.00        105        4.426817          -0.1409948E-09       -104.2995    
    10800.00        281       -1.834654          -0.4507247E-05       -104.2985    
    10800.00        433       -5.208932          -0.1966236E-05       -104.2991    
    10800.00        619       -8.879266          -0.2135142E-05       -104.2997    
    10980.00         38        5.134644          -0.1650000E-09       -106.1000    
    10980.00        105        2.939035          -0.1409948E-09       -106.0994    
    10980.00        281       -3.939512          -0.4507247E-05       -106.0984    
    10980.00        433       -5.096380          -0.1966236E-05       -106.0991    
    10980.00        619       -7.223133          -0.2135142E-05       -106.0997    
    11160.00         38        2.295093          -0.1650000E-09       -107.9000    
    11160.00        105        4.493598          -0.1409948E-09       -107.8994    
    11160.00        281       -2.118313          -0.4507247E-05       -107.8983    
    11160.00        433       -5.602514          -0.1966236E-05       -107.8991    
    11160.00        619       -9.297253          -0.2135142E-05       -107.8997    
    11340.00         38        5.075166          -0.1650000E-09       -109.7000    
    11340.00        105        2.874185          -0.1409948E-09       -109.6994    
    11340.00        281       -4.087209          -0.4507247E-05       -109.6983    
    11340.00        433       -5.287641          -0.1966236E-05       -109.6990    
    11340.00        619       -7.582802          -0.2135142E-05       -109.6997    
    11520.00         38        2.354141          -0.1650000E-09       -111.5000    
    11520.00        105        4.556526          -0.1409948E-09       -111.4993    
    11520.00        281       -2.405192          -0.4507247E-05       -111.4982    
    11520.00        433       -5.990893          -0.1966236E-05       -111.4990    
    11520.00        619       -9.702848          -0.2135142E-05       -111.4996    
    11700.00         38        5.016538          -0.1650000E-09       -113.3000    
    11700.00        105        2.813135          -0.1409948E-09       -113.2993    
    11700.00        281       -4.231983          -0.4507247E-05       -113.2981    
    11700.00        433       -5.484353          -0.1966236E-05       -113.2990    
    11700.00        619       -7.954596          -0.2135142E-05       -113.2996    
    11880.00         38        2.412343          -0.1650000E-09       -115.1000    
    11880.00        105        4.615707          -0.1409948E-09       -115.0993    
    11880.00        281       -2.694699          -0.4507247E-05       -115.0980    
    11880.00        433       -6.373591          -0.1966236E-05       -115.0989    
    11880.00        619       -10.09660          -0.2135142E-05       -115.0996    
    12060.00         38        4.958754          -0.1650000E-09       -116.9000    
    12060.00        105        2.755777          -0.1409948E-09       -116.8993    
    12060.00        281       -4.374408          -0.4507247E-05       -116.8979    
    12060.00        433       -5.686947          -0.1966236E-05       -116.8989    
    12060.00        619       -8.337922          -0.2135142E-05       -116.8996    
    12240.00         38        2.469705          -0.1650000E-09       -118.7000    
    12240.00        105        4.671249          -0.1409948E-09       -118.6992    
    12240.00        281       -2.986283          -0.4507247E-05       -118.6978    
    12240.00        433       -6.750219          -0.1966236E-05       -118.6988    
    12240.00        619       -10.47914          -0.2135142E-05       -118.6996    
    12420.00         38        4.901804          -0.1650000E-09       -120.5000    
    12420.00        105        2.702007          -0.1409948E-09       -120.4992    
    12420.00        281       -4.515015          -0.4507247E-05       -120.4977    
    12420.00        433       -5.895771          -0.1966236E-05       -120.4988    
    12420.00        619       -8.732112          -0.2135142E-05       -120.4996    
    12600.00         38        2.526237          -0.1650000E-09       -122.3000    
    12600.00        105        4.723256          -0.1409948E-09       -122.2992    
    12600.00        281       -3.279428          -0.4507247E-05       -122.2976    
    12600.00        433       -7.120469          -0.1966236E-05       -122.2988    
    12600.00        619       -10.85118          -0.2135142E-05       -122.2996    
    12780.00         38        4.845682          -0.1650000E-09       -124.1000    
    12780.00        105        2.651721          -0.1409948E-09       -124.0991    
    12780.00        281       -4.654299          -0.4507247E-05       -124.0976    
    12780.00        433       -6.111093          -0.1966236E-05       -124.0987    
    12780.00        619       -9.136434          -0.2135142E-05       -124.0995    
    12960.00         38        2.581944          -0.1650000E-09       -125.8999    
    12960.00        105        4.771828          -0.1409948E-09       -125.8991    
    12960.00        281       -3.573658          -0.4507247E-05       -125.8975    
    12960.00        433       -7.484112          -0.1966236E-05       -125.8987    
    12960.00        619       -11.21345          -0.2135142E-05       -125.8995    
    13140.00         38        4.790380          -0.1650000E-09       -127.6999    
    13140.00        105        2.604818          -0.1409948E-09       -127.6991    
    13140.00        281       -4.792722          -0.4507247E-05       -127.6974    
    13140.00        433       -6.333111          -0.1966236E-05       -127.6986    
    13140.00        619       -9.550118          -0.2135142E-05       -127.6995    
    13320.00         38        2.636835          -0.1650000E-09       -129.4999    
    13320.00        105        4.817067          -0.1409948E-09       -129.4991    
    13320.00        281       -3.868530          -0.4507247E-05       -129.4973    
    13320.00        433       -7.840981          -0.1966236E-05       -129.4986    
    13320.00        619       -11.56676          -0.2135142E-05       -129.4995    
    13500.00         38        4.735890          -0.1650000E-09       -131.2999    
    13500.00        105        2.561200          -0.1409948E-09       -131.2990    
    13500.00        281       -4.930708          -0.4507247E-05       -131.2971    
    13500.00        433       -6.561955          -0.1966236E-05       -131.2985    
    13500.00        619       -9.972359          -0.2135142E-05       -131.2995    
    13680.00         38        2.690918          -0.1650000E-09       -133.0999    
    13680.00        105        4.859071          -0.1409948E-09       -133.0990    
    13680.00        281       -4.163632          -0.4507247E-05       -133.0970    
    13680.00        433       -8.190976          -0.1966236E-05       -133.0985    
    13680.00        619       -11.91192          -0.2135142E-05       -133.0995    
    13860.00         38        4.682206          -0.1650000E-09       -134.8999    
    13860.00        105        2.520770          -0.1409948E-09       -134.8989    
    13860.00        281       -5.068653          -0.4507247E-05       -134.8969    
    13860.00        433       -6.797699          -0.1966236E-05       -134.8984    
    13860.00        619       -10.40233          -0.2135142E-05       -134.8995    
    14040.00         38        2.744199          -0.1650000E-09       -136.6999    
    14040.00        105        4.897934          -0.1409948E-09       -136.6989    
    14040.00        281       -4.458587          -0.4507247E-05       -136.6968    
    14040.00        433       -8.534052          -0.1966236E-05       -136.6983    
    14040.00        619       -12.24976          -0.2135142E-05       -136.6995    
    14220.00         38        4.629319          -0.1650000E-09       -138.4999    
    14220.00        105        2.483432          -0.1409948E-09       -138.4989    
    14220.00        281       -5.206920          -0.4507247E-05       -138.4967    
    14220.00        433       -7.040362          -0.1966236E-05       -138.4983    
    14220.00        619       -10.83920          -0.2135142E-05       -138.4994    
    14400.00         38        2.796687          -0.1650000E-09       -140.2999    
    14400.00        105        4.933752          -0.1409948E-09       -140.2989    
    14400.00        281       -4.753045          -0.4507247E-05       -140.2966    
    14400.00        433       -8.870214          -0.1966236E-05       -140.2982    
    14400.00        619       -12.58112          -0.2135142E-05       -140.2994    
    14580.00         38        4.577222          -0.1650000E-09       -142.0998    
    14580.00        105        2.449093          -0.1409948E-09       -142.0988    
    14580.00        281       -5.345844          -0.4507247E-05       -142.0965    
    14580.00        433       -7.289914          -0.1966236E-05       -142.0982    
    14580.00        619       -11.28213          -0.2135142E-05       -142.0994    
    14760.00         38        2.848387          -0.1650000E-09       -143.8998    
    14760.00        105        4.966617          -0.1409948E-09       -143.8988    
    14760.00        281       -5.046686          -0.4507247E-05       -143.8963    
    14760.00        433       -9.199513          -0.1966236E-05       -143.8981    
    14760.00        619       -12.90684          -0.2135142E-05       -143.8994    
    14940.00         38        4.525908          -0.1650000E-09       -145.6998    
    14940.00        105        2.417662          -0.1409948E-09       -145.6987    
    14940.00        281       -5.485731          -0.4507247E-05       -145.6962    
    14940.00        433       -7.546283          -0.1966236E-05       -145.6981    
    14940.00        619       -11.73028          -0.2135142E-05       -145.6994    
    15120.00         38        2.899309          -0.1650000E-09       -147.4998    
    15120.00        105        4.996618          -0.1409948E-09       -147.4987    
    15120.00        281       -5.339217          -0.4507247E-05       -147.4961    
    15120.00        433       -9.522042          -0.1966236E-05       -147.4980    
    15120.00        619       -13.22773          -0.2135142E-05       -147.4994    
    15300.00         38        4.475370          -0.1650000E-09       -149.2998    
    15300.00        105        2.389049          -0.1409948E-09       -149.2987    
    15300.00        281       -5.626861          -0.4507247E-05       -149.2959    
    15300.00        433       -7.809358          -0.1966236E-05       -149.2980    
    15300.00        619       -12.18285          -0.2135142E-05       -149.2993    
    15480.00         38        2.949459          -0.1650000E-09       -151.0998    
    15480.00        105        5.023846          -0.1409948E-09       -151.0986    
    15480.00        281       -5.630369          -0.4507247E-05       -151.0957    
    15480.00        433       -9.837930          -0.1966236E-05       -151.0979    
    15480.00        619       -13.54460          -0.2135142E-05       -151.0993    
    15660.00         38        4.425600          -0.1650000E-09       -152.8998    
    15660.00        105        2.363167          -0.1409948E-09       -152.8986    
    15660.00        281       -5.769490          -0.4507247E-05       -152.8956    
    15660.00        433       -8.078994          -0.1966236E-05       -152.8978    
    15660.00        619       -12.63903          -0.2135142E-05       -152.8993    
    15840.00         38        2.998843          -0.1650000E-09       -154.6998    
    15840.00        105        5.048386          -0.1409948E-09       -154.6985    
    15840.00        281       -5.919901          -0.4507247E-05       -154.6954    
    15840.00        433       -10.14734          -0.1966236E-05       -154.6978    
    15840.00        619       -13.85824          -0.2135142E-05       -154.6993    
    16020.00         38        4.376591          -0.1650000E-09       -156.4997    
    16020.00        105        2.339930          -0.1409948E-09       -156.4985    
    16020.00        281       -5.913850          -0.4507247E-05       -156.4953    
    16020.00        433       -8.355015          -0.1966236E-05       -156.4977    
    16020.00        619       -13.09806          -0.2135142E-05       -156.4993    
    16200.00         38        3.047470          -0.1650000E-09       -158.2998    
    16200.00        105        5.070323          -0.1409948E-09       -158.2984    
    16200.00        281       -6.207591          -0.4507247E-05       -158.2951    
    16200.00        433       -10.45045          -0.1966236E-05       -158.2976    
    16200.00        619       -14.16942          -0.2135142E-05       -158.2992    
    16380.00         38        4.328337          -0.1650000E-09       -160.0998    
    16380.00        105        2.319254          -0.1409948E-09       -160.0984    
    16380.00        281       -6.060148          -0.4507247E-05       -160.0949    
    16380.00        433       -8.637220          -0.1966236E-05       -160.0976    
    16380.00        619       -13.55918          -0.2135142E-05       -160.0992    
    16560.00         38        3.095347          -0.1650000E-09       -161.8998    
